application_id,customer_id,customer_name,application_date,product_type,loan_amount,loan_term_months,interest_rate,annual_income,employment_status,application_status
APP00647,CUST1146,Michael Anderson,2025-12-27, Business Loan ,62730,36,6.05,113365,Unemployed,Approved
APP00029,CUST2193,John Brown,03-Jul-2024,Personal Loan,,,,,,Under Review
APP00768,CUST1937,Daniel Johnson,15-Dec-2023, Business Loan ,14296,12,6.65,,Student,Pending
APP00770,CUST1913,,"May 13, 2024", Business Loan ,71302,,7.03,126258,Employed,Rejected
APP00690,CUST2278,,2025-09-02, Business Loan ,,36,10.22,,Employed, pending 
APP00529,CUST1818,Daniel Johnson,2025/08/08,Car Loan,58902,48,,,, pending 
APP00752,CUST1562,Emma Brown,2024/08/27,Car Loan,,12,8.48,,Unemployed,Under Review
APP00566,CUST2209,Sophia Anderson,28-Jan-2024,,55333,24,,34161,Self-Employed, pending 
APP00712,CUST2918,,11-Aug-2023,Personal Loan,,24,,96189,Self-Employed,Pending
APP00400,CUST1610,Michael Taylor,2026-03-17,Car Loan,18655,60,14.33,30307,Unemployed, pending 
APP00438,CUST2137,Olivia Smith,02-22-2026,Car Loan,56621,24,,,Self-Employed,Approved
APP00444,CUST2245,Michael Smith,2023/09/07, Business Loan ,53710,12,,,,Pending
APP00173,CUST2324,,14/09/2023, Business Loan ,58116,,11.64,,Unemployed,Pending
APP00158,CUST2678,,03-10-2024,Mortgage,14945,24,8.44,,employed,approved
APP00652,CUST2491,Michael Smith,2023/07/24,Education Loan,,48,,67794,Self-Employed,Approved
APP00601,CUST2088,John Smith,17-Apr-2024,Education Loan,,60,13.6,,Unemployed,
APP00232,CUST2928,,2024/01/24,Car Loan,,24,6.6,,Unemployed,approved
APP00001,CUST2722,,2023-07-26,Education Loan,,36,,56923,Employed,Under Review
APP00805,CUST1515,Michael Taylor,11-01-2023,Personal Loan,,48,4.52,,Self-Employed,approved
APP00450,CUST1516,John Taylor,2025-05-13,personal loan,22119,24,13.41,84264,employed,
APP00576,CUST1729,Sophia Smith,2024-08-10,Car Loan,78120,48,12.5,90651,Unemployed,approved
APP00250,CUST2439,,2024-10-01,Car Loan,68849,48,,33715,,Under Review
APP00526,CUST1051,Sophia Anderson,10-01-2024, Business Loan ,21373,12,,64729,,Approved
APP00734,CUST1235,Sophia Brown,"December 10, 2023", Business Loan ,60741,,,121798,Unemployed,approved
APP00447,CUST1798,Emma Brown,2024-09-09,Education Loan,74439,,12.55,145396,Unemployed,Pending
APP00691,CUST2389,,09-Dec-2025,personal loan,42980,60,5.99,,Self-Employed,Under Review
APP00486,CUST1997,Emma Johnson,21/10/2025,Education Loan,,48,12.49,99163, employed ,Pending
APP00884,CUST1195,,"August 10, 2023",Personal Loan,12786,36,,, employed ,approved
APP00624,CUST2242,,2025-03-08,,67796,,7.76,33059,Employed,Under Review
APP00278,CUST2719,Michael Johnson,09-05-2023,personal loan,,48,12.84,25033,Student,
APP00785,CUST2387,John Anderson,2024/04/26,Mortgage,,12,,,employed,
APP00141,CUST1179,Olivia Brown,"November 24, 2025",Personal Loan,,,14.6,44837,Employed,
APP00315,CUST1784,Michael Taylor,08-18-2024,Car Loan,64190,48,14.86,76861,Student,Rejected
APP00193,CUST2104,Olivia Taylor,"July 25, 2024",Mortgage,93350,12,,115400,employed,Rejected
APP00471,CUST1374,Olivia Anderson,2026/01/23,Personal Loan,,,14.41,101858,Student,Rejected
APP00093,CUST2941,Michael Taylor,12-19-2025,Personal Loan,,36,,96309,,approved
APP00725,CUST1892,,2025-06-12,Personal Loan,72321,,,,Student,Approved
APP00548,CUST1620,Michael Smith,07-19-2025,personal loan,,60,,, employed ,Under Review
APP00696,CUST2836,,2024-04-03,Personal Loan,41914,12,9.03,64366,Self-Employed, pending 
APP00060,CUST2015,,"March 03, 2025",Car Loan,57012,12,4.42,, employed ,Rejected
APP00844,CUST2344,Emma Smith,15-Dec-2023,,,48,,,Student,Approved
APP00394,CUST2507,Emma Johnson,2024-04-13,Education Loan,,,,,Self-Employed,Pending
APP00104,CUST1038,Michael Brown,04-Dec-2023,personal loan,,24,,139796, employed ,approved
APP00410,CUST2587,Emma Smith,2024/01/12,,74360,24,4.99,110583,Unemployed,Rejected
APP00623,CUST2572,Emma Brown,11-12-2024,Education Loan,,36,,,Self-Employed,Approved
APP00163,CUST2655,Emma Brown,10/08/2023,Personal Loan,,12,14.7,,Self-Employed,approved
APP00606,CUST1275,Emma Smith,2025-02-13,Car Loan,,24,13.77,,Unemployed,
APP00754,CUST1384,John Anderson,04-20-2024, Business Loan ,,12,5.74,111907,Self-Employed, pending 
APP00545,CUST1949,Daniel Brown,02-11-2025,personal loan,27212,48,7.34,20529,Student,approved
APP00166,CUST2860,Sophia Anderson,24-Jul-2024,personal loan,80485,36,,,Employed,
APP00695,CUST1487,,08-Jul-2025,,54213,60,8.94,,employed, pending 
APP00400,CUST2143,Daniel Johnson,2026/03/26, Business Loan ,,60,3.59,,,Pending
APP00111,CUST1769,,06-Jan-2025,Education Loan,,,,,employed,Approved
APP00263,CUST1030,Daniel Johnson,21-Feb-2026, Business Loan ,,12,7.61,141556,employed,Pending
APP00254,CUST1164,Michael Smith,07-16-2024,Education Loan,,24,7.57,,Employed, pending 
APP00057,CUST1433,Emma Johnson,2025-03-29,Education Loan,72745,,,,,Under Review
APP00642,CUST1086,John Smith,"May 23, 2025",Personal Loan,23781,,5.81,64582,Self-Employed,
APP00636,CUST2709,,"December 25, 2023",Car Loan,,12,14.81,,,approved
APP00386,CUST1987,John Brown,23/07/2023,Education Loan,48859,12,,82657,Self-Employed,Approved
APP00839,CUST1401,Daniel Johnson,07-15-2024,personal loan,,48,8.16,,Self-Employed,approved
APP00100,CUST2145,Sophia Johnson,2026/02/24,,,60,,,employed, pending 
APP00434,CUST1934,Emma Taylor,2026/02/09,personal loan,,36,,58764,Self-Employed,
APP00748,CUST1671,Daniel Johnson,01-16-2026, Business Loan ,9334,60,,,Student,Under Review
APP00630,CUST2817,Olivia Johnson,21-Mar-2024,Mortgage,,24,,,employed,Rejected
APP00458,CUST1878,Emma Anderson,30/04/2024,personal loan,,24,,149744, employed ,approved
APP00329,CUST1641,,2024-06-07,,,48,,74144,Employed,Under Review
APP00611,CUST2951,,04-08-2025,Personal Loan,,24,,33011,,
APP00462,CUST1848,John Anderson,09-Aug-2024, Business Loan ,57000,12,12.79,66843,Unemployed, pending 
APP00136,CUST1015,Emma Anderson,10-01-2023,Mortgage,,48,,,employed,Rejected
APP00120,CUST1677,,07-15-2023,Personal Loan,,36,,,employed,
APP00012,CUST2552,John Brown,13/02/2024,Car Loan,33931,60,,,Self-Employed,Rejected
APP00259,CUST1972,Sophia Taylor,2024/07/28,Mortgage,56351,48,8.99,140823,Employed,Approved
APP00817,CUST2048,,2025-12-10,Personal Loan,26134,60,,91435,,Pending
APP00097,CUST1594,Emma Smith,2025-10-24,Education Loan,,12,13.12,50331,Employed, pending 
APP00130,CUST2867,Emma Anderson,2025-02-25,personal loan,68814,24,7.57,,Student,Pending
APP00783,CUST2672,Olivia Johnson,26/04/2025,Personal Loan,15111,60,,,Self-Employed,Pending
APP00826,CUST1429,,2026/01/31,Mortgage,,12,,73212,Student,Approved
APP00716,CUST1407,,04-12-2025,personal loan,,,10.91,68332,Unemployed,Pending
APP00704,CUST2897,,2025-08-11,personal loan,,48,12.67,33144, employed ,Rejected
APP00053,CUST1825,Olivia Johnson,2025-08-26, Business Loan ,94660,48,3.91,,Self-Employed, pending 
APP00042,CUST1474,,2023-10-21,,35967,,12.27,,employed,Under Review
APP00405,CUST2383,Olivia Brown,20/07/2025,Education Loan,71451,,8.3,146942,Student,Pending
APP00738,CUST1011,John Taylor,13-Oct-2024,Car Loan,,60,,114853, employed ,Rejected
APP00247,CUST2382,Daniel Anderson,24-Oct-2023,Car Loan,,12,7.93,65083,Unemployed,Rejected
APP00294,CUST1487,Daniel Taylor,2025/02/12,,37305,12,6.09,,Employed,Pending
APP00039,CUST1624,John Anderson,07-May-2025,,,12,,,employed,Under Review
APP00502,CUST2601,Sophia Brown,2025/07/01, Business Loan ,48686,24,,,employed,
APP00174,CUST2495,,2025/10/22,Mortgage,7379,12,13.38,,employed, pending 
APP00001,CUST1982,Michael Johnson,2023-09-24,personal loan,10960,60,,,Self-Employed, pending 
APP00064,CUST1542,Olivia Taylor,2024/01/09,Mortgage,,48,,76176, employed ,approved
APP00787,CUST2670,Michael Smith,03-Feb-2025,personal loan,19764,,,32183,employed,approved
APP00524,CUST1925,,2024/05/23,Education Loan,57670,60,5.97,, employed ,Pending
APP00682,CUST2797,John Taylor,11-15-2025,Car Loan,,12,6.72,32636,Student, pending 
APP00548,CUST1059,,2025/02/05,Education Loan,,48,7.83,149538, employed ,Under Review
APP00405,CUST2091,John Anderson,08/06/2025, Business Loan ,,48,11.8,67135,Employed,Under Review
APP00538,CUST1125,Sophia Brown,11/10/2023,Mortgage,35989,60,7.27,49127,,Approved
APP00241,CUST2336,,2023-07-10,,25007,24,,, employed ,Rejected
APP00596,CUST2529,,2023/08/08,Personal Loan,32399,24,11.87,,Unemployed, pending 
APP00552,CUST2649,,2024-09-03,Education Loan,,,,,Employed,
APP00297,CUST2264,,20-Apr-2025, Business Loan ,64332,60,8.09,39839,Self-Employed,Rejected
APP00048,CUST1644,Michael Taylor,12/07/2023, Business Loan ,72372,,11.47,, employed , pending 
APP00132,CUST2809,Emma Taylor,2025-08-08,Education Loan,41264,12,,105733,,Under Review
APP00597,CUST2163,Emma Brown,"August 31, 2023",Car Loan,53045,24,6.88,,Employed,Pending
APP00569,CUST2296,John Johnson,2024/01/09,,14944,24,,,Self-Employed,Approved
APP00544,CUST1449,,"June 24, 2025",Education Loan,,24,,104751,Self-Employed,Approved
APP00788,CUST2577,Sophia Brown,06-10-2024,personal loan,10022,60,3.6,,Self-Employed,
APP00024,CUST2694,,"July 29, 2023",personal loan,,48,10.78,,Employed,Under Review
APP00414,CUST1465,Olivia Smith,2026/03/14, Business Loan ,,48,13.49,125945,Employed,approved
APP00038,CUST2965,Olivia Smith,2025/03/21,personal loan,,60,8.34,136818,Employed,Pending
APP00430,CUST2441,Emma Brown,2025/10/15,personal loan,,24,12.86,25523,Employed,Rejected
APP00069,CUST2123,Daniel Taylor,29-Jan-2025,Mortgage,,36,7.24,129670,Student,approved
APP00203,CUST1798,Emma Smith,17-Jul-2023,,,48,,,employed,Pending
APP00817,CUST2990,Olivia Smith,15/12/2025,Car Loan,84120,24,,,Student, pending 
APP00118,CUST2083,Emma Taylor,"March 07, 2026",Mortgage,9704,,,,Employed,
APP00283,CUST1493,,11-28-2024,personal loan,,36,,73071, employed ,Rejected
APP00780,CUST1265,Michael Johnson,29/01/2026,Car Loan,,36,,50386,Employed, pending 
APP00326,CUST2835,Emma Brown,"December 06, 2023",Mortgage,37726,36,13.51,87787, employed ,Pending
APP00895,CUST1789,Sophia Anderson,20/08/2025,Education Loan,,,7.87,76442,Self-Employed,Rejected
APP00119,CUST1367,Sophia Anderson,29/08/2024,,,48,9.14,,,Rejected
APP00748,CUST1418,Emma Anderson,2025/04/08,,32148,60,,, employed ,Approved
APP00654,CUST1121,Sophia Anderson,10-12-2024, Business Loan ,,12,,,Student,Approved
APP00854,CUST1039,Michael Brown,08/02/2025,Car Loan,,60,14.44,, employed ,Rejected
APP00898,CUST2143,,06-Sep-2025, Business Loan ,,,,125587,employed,Pending
APP00106,CUST1260,Sophia Taylor,2024/03/25,Car Loan,95782,24,8.82,28902,Self-Employed,approved
APP00670,CUST1724,Michael Taylor,2023-10-06,Personal Loan,15208,60,6.8,111181, employed ,approved
APP00323,CUST1884,,28/12/2024,Mortgage,13327,,,,Self-Employed,Pending
APP00851,CUST2130,,08-20-2024,,,48,11.75,76429,, pending 
APP00139,CUST1439,,"December 19, 2024",Personal Loan,37669,12,,72383,Unemployed,Under Review
APP00667,CUST1931,Sophia Taylor,2024-05-15,Personal Loan,65342,36,13.43,,Self-Employed,approved
APP00858,CUST2639,Daniel Johnson,2024-09-13,,,48,,55767,Employed,Approved
APP00059,CUST2179,Emma Brown,2025/08/23,Car Loan,39144,60,12.65,,Unemployed,
APP00218,CUST2530,Daniel Anderson,22/04/2025,Car Loan,,,11.51,,, pending 
APP00558,CUST1719,Olivia Anderson,2023-10-10,,,,9.35,88685,Student,Approved
APP00744,CUST1292,Emma Taylor,16/08/2024, Business Loan ,,12,,,employed,Under Review
APP00622,CUST1632,Emma Anderson,2025/07/12,Personal Loan,20202,24,,59294,Student,Pending
APP00188,CUST1740,Olivia Smith,"December 13, 2023",Education Loan,,36,8.47,42582,Unemployed, pending 
APP00657,CUST2316,Sophia Brown,10-Sep-2024, Business Loan ,,60,11.31,114574,Student, pending 
APP00037,CUST1929,Michael Johnson,08-Apr-2024,Education Loan,32929,24,14.6,,Self-Employed,Approved
APP00353,CUST2479,John Taylor,01-14-2026, Business Loan ,15997,,11.84,72599,Student,Approved
APP00211,CUST2251,,07-Feb-2026,Car Loan,,,,128994,Self-Employed,Approved
APP00586,CUST2921,,2024/06/20,Personal Loan,,,5.73,119740,,approved
APP00386,CUST2832,,10-07-2023,Education Loan,77988,24,9.41,55183, employed ,Pending
APP00298,CUST2889,Daniel Brown,02-26-2024,Personal Loan,48368,,,136599,,Rejected
APP00592,CUST1636,,15/12/2025,Education Loan,,60,11.14,,Employed,
APP00308,CUST2115,Daniel Anderson,2024-02-04,Mortgage,,48,4.12,126234,Student,Pending
APP00262,CUST1857,,"December 08, 2025",personal loan,88727,24,,,employed,
APP00782,CUST1369,Sophia Smith,14-Dec-2023,Mortgage,22197,24,,111103,Self-Employed,approved
APP00390,CUST2321,Emma Smith,08-May-2025, Business Loan ,,60,5.13,146984, employed ,Under Review
APP00322,CUST1233,John Johnson,2025/03/22,Personal Loan,,60,,55126,Employed,Approved
APP00339,CUST1420,Daniel Brown,"February 07, 2024", Business Loan ,44856,48,7.5,,,Pending
APP00867,CUST1531,Daniel Anderson,"December 08, 2024",personal loan,,24,6.27,69473,Employed, pending 
APP00625,CUST2628,,"March 10, 2024", Business Loan ,,48,6.24,91932,Employed,Rejected
APP00831,CUST1529,Sophia Anderson,"December 17, 2025", Business Loan ,,36,,62599, employed , pending 
APP00489,CUST1569,,2025-02-06,Personal Loan,66813,36,5.66,44281, employed ,Under Review
APP00667,CUST1760,Michael Anderson,12-12-2024,Education Loan,14923,36,,55929,employed,Pending
APP00447,CUST2422,Sophia Taylor,2023-07-23, Business Loan ,,48,,145803,employed,
APP00139,CUST1421,,03-29-2024,Mortgage,88888,,4.85,135156,employed,Approved
APP00582,CUST2286,,2024-07-07,personal loan,,24,,,employed,Pending
APP00763,CUST2477,,06-Feb-2026,,,48,,,Self-Employed,
APP00128,CUST2405,Emma Brown,2024/11/08,,62552,24,14.59,,employed, pending 
APP00350,CUST1836,Olivia Smith,25-Nov-2025,Car Loan,,48,5.51,88274,Employed,approved
APP00523,CUST2544,Olivia Anderson,06/02/2025,personal loan,,60,11.24,99881, employed ,Pending
APP00897,CUST1885,,2024/12/16,Education Loan,36221,36,6.82,,employed,approved
APP00365,CUST2963,,09-21-2024,,,60,,24304,Employed,Under Review
APP00802,CUST2317,,17-Jan-2024,Mortgage,21472,12,,,Employed,
APP00769,CUST2883,,22-May-2024,personal loan,23338,48,12.12,52358,Student,approved
APP00534,CUST1486,Olivia Johnson,"December 27, 2025",Education Loan,,60,13.98,112304,Unemployed,Rejected
APP00673,CUST1307,Daniel Anderson,05/10/2023,personal loan,93220,48,13.85,,Self-Employed,Rejected
APP00242,CUST2352,Emma Brown,28/12/2025,,,,11.7,,Self-Employed,approved
APP00830,CUST1806,,05-20-2024,,,24,,,Unemployed,Approved
APP00131,CUST2419,Daniel Johnson,2024/01/11,Education Loan,,24,6.68,,Unemployed,Rejected
APP00161,CUST2586,Emma Brown,"November 14, 2024",Personal Loan,38514,60,,46593,Unemployed,approved
APP00673,CUST2409,Emma Smith,18/08/2023,Mortgage,,,,,employed,Pending
APP00091,CUST1494,Olivia Taylor,27-May-2024,Mortgage,94990,24,4.09,139507,Employed,Approved
APP00755,CUST2372,Olivia Brown,12-22-2025,,53998,36,5.96,,,Rejected
APP00819,CUST1563,John Johnson,2024/10/27,personal loan,,60,,,Self-Employed, pending 
APP00862,CUST2158,Daniel Brown,31-Dec-2024,Mortgage,95399,36,4.68,25728, employed ,Approved
APP00349,CUST2652,Olivia Taylor,"October 30, 2025",Personal Loan,62671,,,,Self-Employed, pending 
APP00255,CUST2426,Michael Brown,18/03/2024, Business Loan ,76779,24,6.84,,Unemployed, pending 
APP00878,CUST2330,Olivia Brown,2025/01/28,Mortgage,12038,60,,109138,Self-Employed,Under Review
APP00231,CUST1583,Michael Anderson,07-26-2024, Business Loan ,17348,60,,,Employed,Approved
APP00092,CUST2268,,18-Nov-2023,,40020,60,14.41,54897,Self-Employed,Rejected
APP00861,CUST2454,Michael Johnson,"July 03, 2025",Education Loan,,36,,136844,Unemployed, pending 
APP00631,CUST1132,,03-Jan-2025,Personal Loan,29643,,10.1,106212,employed,Rejected
APP00882,CUST2993,,11-03-2025,personal loan,,,,,Unemployed, pending 
APP00613,CUST1861,,"August 18, 2024",,,36,4.88,86705, employed ,Approved
APP00135,CUST2832,Michael Brown,"January 05, 2026", Business Loan ,,36,,56132,,
APP00442,CUST1133,,11-24-2023,Personal Loan,,12,7.79,72040,employed,Pending
APP00657,CUST1049,Emma Brown,10-Dec-2024,Education Loan,,12,,,Self-Employed,approved
APP00385,CUST2767,Michael Brown,08-21-2025,personal loan,27166,12,13.66,,Self-Employed,Rejected
APP00531,CUST2498,Emma Johnson,10-23-2023,Mortgage,95432,48,9.92,142167,Employed, pending 
APP00839,CUST1975,Emma Smith,14-Aug-2024,Mortgage,28990,,,,employed,Approved
APP00172,CUST1351,,"July 12, 2024",Mortgage,,24,,,Unemployed,
APP00105,CUST1844,John Johnson,2023/07/06,Personal Loan,63115,24,,,employed, pending 
APP00528,CUST2903,,29-Apr-2025, Business Loan ,60676,60,,94108,, pending 
APP00185,CUST2384,Sophia Smith,16/11/2023,Car Loan,15197,36,,, employed ,Approved
APP00873,CUST2748,John Brown,"January 21, 2026",,68909,,,,Employed, pending 
APP00438,CUST2771,John Brown,"October 01, 2024",Education Loan,52985,24,7.03,,Employed,Under Review
APP00369,CUST2630,Olivia Taylor,2025/12/28,Personal Loan,46122,,,103590,employed, pending 
APP00187,CUST1596,Olivia Johnson,07-13-2024,personal loan,77606,48,5.37,, employed ,Rejected
APP00275,CUST2093,Olivia Anderson,"February 24, 2026",personal loan,,24,,117591,Unemployed, pending 
APP00531,CUST2148,Olivia Taylor,2026/03/09,Personal Loan,17171,24,,111276,,Pending
APP00653,CUST2860,John Anderson,2025/08/30, Business Loan ,,36,,,Employed,approved
APP00398,CUST2311,Sophia Smith,2024/03/12,,,48,,,Unemployed,Approved
APP00155,CUST2893,Sophia Smith,2024/04/13, Business Loan ,,12,6.75,,employed,Rejected
APP00682,CUST1323,John Johnson,12-Dec-2024,Personal Loan,93214,12,4.95,128654,Employed,Approved
APP00743,CUST2412,,2025-10-08,,,48,,27714,,Approved
APP00182,CUST2630,John Taylor,07-Nov-2024,,97725,24,13.51,,employed,Pending
APP00465,CUST1165,John Johnson,01-19-2024,Personal Loan,78412,,14.84,121735,Student,approved
APP00790,CUST2130,Olivia Brown,06-21-2025, Business Loan ,84802,48,,133753,employed,Approved
APP00535,CUST1755,Emma Brown,2023/10/12,Personal Loan,5267,,,,Employed,Under Review
APP00829,CUST2472,Michael Anderson,04/08/2024,,,36,,36437,employed,
APP00223,CUST2556,Olivia Smith,2024-11-27,personal loan,12376,60,13.37,119413,Student,approved
APP00163,CUST1513,Daniel Anderson,07-14-2024,Personal Loan,56489,24,,, employed , pending 
APP00029,CUST1022,Olivia Taylor,"October 09, 2025",Education Loan,,24,,,Unemployed,Under Review
APP00025,CUST1964,,2026-02-19,Education Loan,,24,,,employed,Under Review
APP00181,CUST1337,,11-11-2024,Mortgage,55603,12,,62205,employed,Approved
APP00566,CUST2760,John Brown,2024-07-29,personal loan,90869,48,,,employed, pending 
APP00633,CUST2214,Michael Johnson,"March 18, 2024",,85650,60,,85814, employed ,Under Review
APP00712,CUST2951,,02-04-2025,Education Loan,76321,60,11.23,,Self-Employed,approved
APP00818,CUST1944,,28-Dec-2024,Car Loan,,24,14.39,68587,Self-Employed,Rejected
APP00527,CUST2026,,2023-11-27,Education Loan,,48,,61349, employed ,Approved
APP00827,CUST1994,Emma Johnson,"January 21, 2025",Mortgage,,36,,,Employed,Rejected
APP00397,CUST2557,Michael Brown,09-21-2024,personal loan,79639,60,,108611,Student,approved
APP00342,CUST2607,Sophia Smith,"February 18, 2025",Personal Loan,,24,13.37,,Unemployed,Pending
APP00425,CUST2153,,2025/01/21, Business Loan ,86465,24,5.88,,Self-Employed,
APP00083,CUST1937,John Taylor,"November 08, 2024",Personal Loan,27133,36,,,,Pending
APP00181,CUST1780,,"February 20, 2025", Business Loan ,,24,3.87,,Unemployed,Under Review
APP00181,CUST1019,Michael Johnson,30-Sep-2025,Mortgage,,60,4.09,79445,Self-Employed,Rejected
APP00013,CUST1320,Emma Johnson,06/11/2023,Education Loan,,12,10.32,, employed ,
APP00723,CUST1745,Sophia Smith,05-Jul-2025,Mortgage,,60,,,Employed, pending 
APP00887,CUST2785,Michael Smith,11-17-2023,Personal Loan,8787,,,,,Approved
APP00785,CUST1418,John Taylor,12-22-2024,Education Loan,90045,36,,58901,employed,Pending
APP00862,CUST2286,Emma Brown,07-02-2023,personal loan,58654,,,134362,Student,Under Review
APP00241,CUST1543,Michael Brown,26/11/2023, Business Loan ,74659,48,11.85,146689,Employed,Under Review
APP00745,CUST1983,Daniel Anderson,02-29-2024,Education Loan,,60,,57896,, pending 
APP00657,CUST1608,,01-13-2025,,,,,55582, employed ,Under Review
APP00119,CUST2788,,04-12-2025,,10757,12,,,Student,Pending
APP00140,CUST2308,Sophia Brown,2025/10/27,,,24,12.75,21575,,Pending
APP00502,CUST1569,Olivia Brown,2025/03/29,,85495,,12.35,,Student,Approved
APP00627,CUST2063,Daniel Taylor,08-17-2024,,88844,12,5.56,,, pending 
APP00218,CUST2569,Emma Taylor,02-07-2026,Car Loan,27241,60,,,Unemployed,approved
APP00031,CUST1141,,2024-09-18,Car Loan,34410,48,11.22,,Self-Employed,Pending
APP00449,CUST1225,Michael Smith,"January 12, 2025", Business Loan ,43053,48,,83012,Student,Pending
APP00114,CUST1809,,05-Feb-2026,Car Loan,69574,48,5.43,29198,Self-Employed,Pending
APP00866,CUST1162,,"October 12, 2025",Personal Loan,54719,12,4.79,86089,,
APP00242,CUST1233,Daniel Brown,2024/05/22,Personal Loan,,24,,,Student,Pending
APP00819,CUST2081,Michael Johnson,04/04/2025,Car Loan,,12,4.23,,Employed,Rejected
APP00020,CUST2101,Emma Johnson,02-20-2024,Personal Loan,36207,,,125619, employed ,Rejected
APP00553,CUST1993,Olivia Brown,10/07/2025,,33296,48,9.3,,Employed,Approved
APP00552,CUST1344,,29/07/2025, Business Loan ,10856,36,10.77,, employed ,
APP00478,CUST2886,Daniel Brown,"April 14, 2025",Mortgage,,12,11.52,,,Rejected
APP00872,CUST1748,Sophia Taylor,2025/06/30, Business Loan ,54601,48,,129878, employed ,Under Review
APP00900,CUST1782,,07-Dec-2023,,,,,27286,Self-Employed,Approved
APP00824,CUST1796,Olivia Brown,2023-09-15,Personal Loan,,60,,43469,Student,
APP00536,CUST1348,,"February 27, 2026",Personal Loan,56207,12,8.14,109761, employed ,Under Review
APP00442,CUST1298,Olivia Smith,08-09-2025,,,60,,37314,Unemployed,
APP00393,CUST2153,,31-Oct-2025,Car Loan,74181,,12.31,,Self-Employed,Pending
APP00728,CUST2758,,19/08/2025,Car Loan,55000,60,9.53,42480,employed,approved
APP00486,CUST2286,,11-03-2024, Business Loan ,25674,,8.63,53873,employed,
APP00297,CUST1152,,2025-08-14,Car Loan,,,7.35,,Student,Pending
APP00783,CUST1630,,25/03/2024,personal loan,,36,,35785, employed , pending 
APP00731,CUST1504,,2025-10-18,personal loan,62100,36,,,Self-Employed,Pending
APP00863,CUST2073,Olivia Johnson,2025/10/28, Business Loan ,,48,,128940,Student,Pending
APP00762,CUST2161,,2024-09-15,personal loan,,60,12.12,,,Pending
APP00650,CUST1476,,"January 22, 2026",,25563,,,123742,Unemployed,Under Review
APP00650,CUST2469,Michael Smith,2024/04/13,Car Loan,7796,36,,,,Under Review
APP00568,CUST1929,Sophia Anderson,2024/08/07,Education Loan,19648,,,43747,,Approved
APP00150,CUST1367,Michael Brown,"February 14, 2025",Car Loan,,48,9.55,127438,Employed,Pending
APP00765,CUST2674,Daniel Smith,08-05-2025, Business Loan ,69816,48,,65090,Unemployed,Rejected
APP00550,CUST1199,John Taylor,06-13-2025,Personal Loan,,48,6.52,37847,Unemployed,approved
APP00352,CUST2515,John Taylor,20/08/2025,Mortgage,,60,7.85,,Self-Employed,Approved
APP00606,CUST2452,Olivia Anderson,10/12/2025,,,36,8.12,142936,Unemployed,Under Review
APP00201,CUST2272,Olivia Brown,07/03/2025,Mortgage,33728,,14.92,133573, employed ,Pending
APP00064,CUST2566,Olivia Brown,25/02/2026,Mortgage,92728,48,14.68,113907,Self-Employed,approved
APP00357,CUST2447,Emma Anderson,"May 24, 2025",,12696,36,14.65,33731,Student,Under Review
APP00374,CUST2907,Sophia Smith,11/02/2025,personal loan,,36,9.02,88573,Self-Employed, pending 
APP00538,CUST1124,John Taylor,05-Jul-2025,personal loan,80763,,,146602,,Rejected
APP00894,CUST2155,,16-Jan-2024,,5739,24,13.31,88054,Unemployed,approved
APP00177,CUST1001,Emma Taylor,2025-06-05,Mortgage,,24,,, employed ,Rejected
APP00585,CUST2291,,"December 01, 2025",,,24,,,Self-Employed,Under Review
APP00427,CUST1692,John Smith,"July 03, 2023",,,12,,50490,,Rejected
APP00035,CUST2193,,07-24-2025,Car Loan,,36,,110412,Employed, pending 
APP00377,CUST2695,John Smith,19-Mar-2026,Mortgage,11912,,5.2,,Self-Employed,approved
APP00460,CUST1473,John Anderson,26/11/2024,Education Loan,,60,,142739,Student,Under Review
APP00820,CUST2324,,11/02/2025,Personal Loan,,,,,Employed,
APP00033,CUST2149,Sophia Johnson,2024-09-22,Personal Loan,37272,60,8.21,,,Pending
APP00129,CUST1517,Michael Smith,"September 20, 2023",personal loan,18587,,,48108,Student,Rejected
APP00872,CUST2250,Daniel Smith,12/02/2024,Car Loan,,36,,,,Pending
APP00697,CUST2272,Olivia Smith,30/04/2025, Business Loan ,,,9.64,,Unemployed,approved
APP00437,CUST2921,Daniel Smith,23/01/2024, Business Loan ,,24,8.68,79917,Unemployed,approved
APP00764,CUST1548,Daniel Smith,10-08-2025,Personal Loan,,36,5.78,,Unemployed,Approved
APP00581,CUST1435,Olivia Smith,2024-05-09,Mortgage,,60,12.44,,Student, pending 
APP00832,CUST1463,Daniel Smith,2025/08/20, Business Loan ,20988,,6.56,,,Pending
APP00520,CUST2357,Sophia Brown,2024-06-24,Personal Loan,36884,12,4.15,,Student,Approved
APP00767,CUST1661,Michael Taylor,05-31-2024,Car Loan,,60,6.21,23914,Unemployed,Approved
APP00321,CUST1399,Emma Anderson,21-Oct-2024, Business Loan ,,60,,,Self-Employed,Under Review
APP00420,CUST1155,Michael Brown,01/12/2024,Education Loan,85081,,11.04,47342,employed,approved
APP00004,CUST1570,,2025-07-06,Education Loan,11289,24,9.46,130580,Student,
APP00156,CUST1462,Sophia Smith,2025-08-10,Personal Loan,,12,6.08,,Employed,Pending
APP00823,CUST1682,John Johnson,2026/02/09,Education Loan,57569,24,,61559,Employed,Rejected
APP00122,CUST1979,Emma Taylor,2023/12/03,Mortgage,,60,11.19,,Self-Employed,Pending
